唯一編碼,物業地址,全幢or大手,地盤面積,成交價,成交價(億港元),現樓面面積,現樓面呎價,可建樓面面積,重建呎價,地區,分類,入伙日期,照片,房間數目及每間售價,賣家,買家,資料來源,新聞連結,資料日期,備註,Date,地區_18區,數據年份,longitude_lands,latitude_lands,easting_lands,northing_lands
2019T002,雅息士道14號屋全幢（14 Essex Crescent）,全幢,"10,925平方呎",4億港元,4,"4,909平方呎","81,483港元/平方呎","6,555平方呎","61,022港元/平方呎",九龍塘,1960年及之前入伙舊樓,戰前建築,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019T002.jpg,,,,市場消息,https://finance.mingpao.com/fin/dailyp/20190704/1562177616677/%E5%BA%B7%E7%9B%9B3%E6%88%BF%E8%87%AA%E7%94%B1%E5%B8%82%E5%A0%B4635%E8%90%AC%E6%B2%BD-%E5%B1%8B%E8%8B%91%E6%96%B0%E9%AB%98,2019-07-04,現狀為學校,4/7/2019,九龍城區,2019,114.1773,22.3296,836312.2,821172.8
2019R061,延文禮士道38號賢文禮士B號屋全幢（38 Inverness Road）,全幢,,1.68億港元,1.68,"4,252平方呎(實用)","39,511港元/平方呎(實用)",,,九龍塘,住宅,18/3/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R061.jpg,,華懋集團,,市場消息,https://finance.mingpao.com/fin/daily/20191126/1574709206805/%E8%B3%A2%E6%96%87%E7%A6%AE%E5%A3%AB%E6%B4%8B%E6%88%BF%E5%91%8E%E5%83%B9%E4%B8%8D%E8%B6%B34%E8%90%AC-%E4%BD%8E%E9%84%B0%E5%B1%8B%E5%9B%9B%E6%88%90,2019-11-26,,26/11/2019,九龍城區,2019,114.186,22.3337,837203.1,821622.3
2019S002,啟德發展區第1L區2號地皮 (新九龍內地段第6563號) (NKIL 6563),大手,,68.89億港元,68.89,,,"551,348平方呎","12,495港元/平方呎",啟德,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S002.jpg,,海航集團,會德豐,市場消息,https://www1.hkej.com/dailynews/property/article/2053154/%E6%9C%83%E5%BE%B7%E8%B1%9069%E5%84%84%E8%B3%BC%E6%B5%B7%E8%88%AA%E5%95%9F%E5%BE%B7%E5%9C%B0,2019-02-02,,2/2/2019,九龍城區,2019,114.1999,22.3263,838636.2,820806.5
2019S006,自由道13及13A號全幢（13-13A Liberty Avenue） ,全幢,"2,445平方呎",2.49億港元,2.49,,,"22,005平方呎","11,320港元/平方呎",何文田,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S006.jpg,,,萬科（香港）,市場消息,https://www2.hkej.com/property/article/id/2116365/%E8%90%AC%E7%A7%91%E5%BA%95%E5%83%B92.49%E5%84%84%E7%B5%B1%E4%B8%80%E8%87%AA%E7%94%B1%E9%81%9313%E5%8F%8A13A%E8%99%9F%E6%A5%AD%E6%AC%8A,2019-04-24,強拍,24/4/2019,九龍城區,2019,114.1746,22.319,836033.6,819998.6
2019S008,自由道9至11A號全幢（9-11A Liberty Avenue） ,全幢,"4,792平方呎",4.51億港元,4.51,,,"43,128平方呎","10,457港元/平方呎",何文田,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S008.jpg,,,萬科（香港）,市場消息,https://ps.hket.com/article/2381001/%E8%90%AC%E7%A7%914.51%E5%84%84%E5%85%83%20%E7%B5%B1%E4%B8%80%E4%BD%95%E6%96%87%E7%94%B0%E8%87%AA%E7%94%B1%E9%81%93%E8%88%8A%E6%A8%93%E6%A5%AD%E6%AC%8A,2019-06-20,強拍,20/6/2019,九龍城區,2019,114.1745,22.319,836022.5,819995.2
2019S011,黃埔街1至21C號及必嘉街80至86號全幢（1-21C Whampoa Street & 80-86 Baker Street）,全幢,"19,725平方呎",21.37億港元,21.37,,,"177,525平方呎","12,038港元/平方呎",紅磡,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S011.jpg,,,恒地,市場消息,https://hk.news.yahoo.com/%E6%81%92%E5%9C%B0%E4%BB%A5%E5%BA%95%E5%83%B9%E9%80%BE21-4%E5%84%84%E5%85%83-%E6%88%90%E5%8A%9F%E5%BC%B7%E6%8B%8D%E4%B9%9D%E9%BE%8D%E9%BB%83%E5%9F%94%E8%A1%97%E5%92%8C%E5%BF%85%E5%98%89%E8%A1%97%E7%89%A9%E6%A5%AD-040455070.html,2019-09-17,強拍,17/9/2019,九龍城區,2019,114.1845,22.3062,837051.8,818584.5
2019J014,銀漢街20號全幢（20 Ngan Hon Street）,全幢,,0.54億港元,0.54,,,,,紅磡,1960年及之前入伙舊樓,1958年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019J014.jpg,,Cheung Mi Ling,市區重建局,EPRC,,2019-11-04,市區重建局收購,4/11/2019,九龍城區,2019,114.189,22.3144,837517.7,819492.9
2024R027,根德道19號獨立屋全幢（19 Kent Road）,全幢,,2.3億港元,2.3,"5,994平方呎(實用)","38,372港元/平方呎(實用)",,,九龍塘,住宅,24/1/2003,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024R027.jpg,,,,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1037630/%E4%B9%9D%E9%BE%8D%E5%A1%98%E6%B4%8B%E6%88%BF%E6%B7%AA-%E5%85%AD%E6%8C%89%E7%9B%A4-%E7%B5%822-3%E5%84%84%E6%B2%BD%E5%87%BA-%E6%9B%BE%E6%9C%89%E8%B2%A1%E4%BB%94%E8%82%AF%E5%80%9F2-2%E5%84%84-%E5%A4%9A%E5%9C%96,2024-07-15,銀主盤,15/7/2024,九龍城區,2024,114.176,22.339,836176.3,822217.3
2024I001,偉業街105號全幢（105 Wai Yip Street）,全幢,,1.37億港元,1.37,"20,772平方呎","6,595港元/平方呎",,,觀塘,商業,18/6/1982,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024I001.jpg,,徐秉辰及相關人士,浸會醫院,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/981264/%E6%B5%B8%E6%9C%83%E9%86%AB%E9%99%A21-37%E5%84%84%E8%B3%BC%E8%A7%80%E5%A1%98%E5%81%89%E6%A5%AD%E8%A1%97%E5%85%A8%E5%B9%A2%E6%B4%BB%E5%8C%96%E5%B7%A5%E5%BB%88-%E5%91%8E%E5%83%B96595%E5%85%83,2024-01-15,全棟活化工廈,15/1/2024,觀塘區,2024,114.2156,22.3157,840254.3,819637.2
2023I001,偉業街203號同得仕大廈全幢（203 Wai Yip Street）,全幢,"10,075平方呎",7.9億港元,7.9,"105,833平方呎","7,465港元/平方呎","145,000平方呎","5,448港元/平方呎",觀塘,工業,6/7/1977,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023I001.jpg,,梁安琪,持有毗鄰兆富工廠大廈的財團,市場消息,https://www.stheadline.com/article/3204430/%E8%A7%80%E5%A1%98%E5%90%8C%E5%BE%97%E4%BB%95%E5%A4%A7%E5%BB%8879%E5%84%84%E6%98%93%E6%89%8B,2023-03-02,,2/3/2023,觀塘區,2023,114.2217,22.3099,840889.9,818997.3
2023I002,巧明街119至121號年運工業大廈全幢（119-121 How Ming Street）,全幢,"10,000平方呎",11.28億港元,11.28,,,,,觀塘,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023I002.jpg,,,伯恩光學楊建文,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/873388/%E4%BC%AF%E6%81%A9%E5%85%89%E5%AD%B8%E8%A7%80%E5%A1%98%E5%B7%A7%E6%98%8E%E8%A1%97%E5%B7%A5%E5%BB%8811-28%E5%84%84%E6%8B%8D%E5%87%BA-%E6%96%99%E5%90%88%E4%BD%B5%E9%96%8B%E6%BA%90%E9%81%93%E5%85%A9%E5%9C%B0%E7%9B%A4%E9%87%8D%E5%BB%BA,2023-03-03,"1、強拍；
2、開源道77號業發工業大廈第1及2期，以及巧明街119至121號年運工業大廈，合共三幢工廈一併向城規會申請，以地積比率約14.4倍重建一幢39層高、樓高200米的商廈（另設5層地庫），涉及總樓面約72萬平方呎，基座設有12層樓面作零售及食肆用途。",3/3/2023,觀塘區,2023,114.2249,22.3113,841213.2,819142.5
2023I003,開源道77號業發工業大廈1期全幢（77 Hoi Yuen Road）,全幢,"20,000平方呎",23.49億港元,23.49,,,,,觀塘,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023I003.jpg,,,伯恩光學楊建文,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/887005/%E4%BC%AF%E6%81%A9%E5%85%89%E5%AD%B8%E5%BA%95%E5%83%B923-49%E5%84%84%E7%B5%B1%E4%B8%80%E8%A7%80%E5%A1%98%E9%96%8B%E6%BA%90%E9%81%93%E5%B7%A5%E5%BB%88%E6%A5%AD%E6%AC%8A-%E6%93%AC%E9%87%8D%E5%BB%BA%E5%A4%A7%E5%9E%8B%E5%95%86%E5%BB%88,2023-04-12,"1、強拍；
2、開源道77號業發工業大廈第1及2期，以及巧明街119至121號年運工業大廈，合共三幢工廈一併向城規會申請，以地積比率約14.4倍重建一幢39層高、樓高200米的商廈（另設5層地庫），涉及總樓面約72萬平方呎，基座設有12層樓面作零售及食肆用途。",12/4/2023,觀塘區,2023,114.2255,22.3115,841274,819167.2
2023F002,鴻圖道73至75號KOHO商廈全幢（73-75 Hung To Road）,全幢,,17億港元,17,"218,968平方呎","7,764港元/平方呎","288,000平方呎","5,903港元/平方呎",觀塘,商業,23/6/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023F002.jpg,,新世界,Waystone,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/866983/%E6%96%B0%E4%B8%96%E7%95%8C-%E8%B3%A3%E6%AE%BC-%E6%B2%BD%E8%A7%80%E5%A1%98%E6%B4%BB%E5%8C%96%E5%95%86%E5%BB%88koho-%E5%B8%82%E5%82%B3%E4%BD%9C%E5%83%B917%E5%84%84,2023-02-14,全幢活化商廈,14/2/2023,觀塘區,2023,114.2241,22.3089,841137.6,818882
2023F014,偉業街108號絲寶國際大廈21樓全層連3個車位（108 Wai Yip Street）,大手,,2.33億港元,2.33,"16,824平方呎",,,,觀塘,商業,2/12/2009,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023F014.jpg,,外資基金安祖高頓及CHELLARAM家族合組的財團,破產欠薪保障基金委員會,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/944729/%E7%A0%B4%E6%AC%A0%E5%9F%BA%E9%87%912-33%E5%84%84%E8%B3%BC%E8%A7%80%E5%A1%98%E7%B5%B2%E5%AF%B6%E5%9C%8B%E9%9A%9B%E5%A4%A7%E5%BB%88%E5%85%A8%E5%B1%A4-%E5%91%8E%E5%83%B9%E8%BF%911-4%E8%90%AC,2023-09-25,,25/9/2023,觀塘區,2023,114.217,22.3133,840402.3,819371.5
2023R009,定富街45至47號華發樓、49至51號安賢樓、53至63號定勝樓3幢舊樓全幢（45-47 & 49-51 & 53-63 Ting Fu Street）,全幢,"7,595平方呎",4.53億港元,4.53,,,"68,356平方呎","6,620港元/平方呎",觀塘,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023R009.jpg,,,萬科（香港）,市場消息,https://ps.hket.com/article/3515686/%E3%80%90%E8%88%8A%E6%A8%93%E5%BC%B7%E6%8B%8D%E3%80%91%E8%90%AC%E7%A7%91%E9%A6%99%E6%B8%AF%E9%80%BE4.5%E5%84%84%E7%B5%B1%E4%B8%80%E7%89%9B%E9%A0%AD%E8%A7%92%E5%AE%9A%E5%AF%8C%E8%A1%97%E8%88%8A%E6%A8%93%E6%A5%AD%E6%AC%8A?mtc=40001&srkw=%E7%B6%93%E6%BF%9F,2023-04-29,強拍,29/4/2023,觀塘區,2023,114.216,22.3169,840301,819772
2022I001,四山街18至20號油塘工業大廈第四座逾八成業權（18-20 Sze Shan Street）,大手,"41,800平方呎",5.8億港元,5.8,"141,460平方呎","4,100港元/平方呎",,,油塘,工業,15/8/1979,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I001.jpg,,分散業權,宏安地產,市場消息,https://std.stheadline.com/realtime/article/1798509/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E9%87%8D%E5%BB%BA%E6%94%B6%E8%B3%BC%E2%94%82%E7%99%BC%E5%B1%95%E5%95%865-8%E5%84%84%E8%B3%BC%E6%B2%B9%E5%A1%98%E5%B7%A5%E6%A5%AD%E5%A4%A7%E5%BB%88%E9%80%BE%E5%85%AB%E6%88%90%E6%A5%AD%E6%AC%8A,2022-01-13,,13/1/2022,觀塘區,2022,114.2358,22.2935,842336,817181.5
2022I006,大業街59 - 63號三湘九龍灣貨運中心工廈6樓全層（59 - 63 Tai Yip Street）,大手,,3.68億港元,3.68,"69,700平方呎","5,280港元/平方呎",,,九龍灣,工業,11/2/1983,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I006.jpg,,3M遠東有限公司,外資基金嘉民集團,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/739893/%E6%BE%B3%E6%B4%B2%E5%9F%BA%E9%87%91%E5%98%89%E6%B0%91%E5%86%8D%E6%96%A53-6%E5%84%84%E8%B3%BC%E4%B9%9D%E9%BE%8D%E7%81%A3%E5%B7%A5%E5%BB%88-%E4%B8%80%E5%B9%B4%E6%93%B29-2%E5%84%84%E6%8E%83%E8%B2%A8,2022-02-24,,24/2/2022,觀塘區,2022,114.2129,22.319,839979.9,820003.4
2022I023,大業街59 - 63號三湘九龍灣貨運中心工廈1樓全層（59 Tai Yip Street）,大手,,3.68億港元,3.68,"69,700平方呎","5,280港元/平方呎",,,九龍灣,工業,11/2/1983,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I023.jpg,,大鴻輝興業,外資基金嘉民集團,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/817827/%E6%BE%B3%E6%B4%B2%E5%9F%BA%E9%87%91%E5%98%89%E6%B0%91%E4%BA%9E%E6%B4%B23-68%E5%84%84%E5%A2%9E%E6%8C%81%E4%B9%9D%E9%BE%8D%E7%81%A3%E5%B7%A5%E5%BB%88-%E5%8E%9F%E6%A5%AD%E4%B8%BB%E7%82%BA%E5%A4%A7%E9%B4%BB%E8%BC%9D%E8%88%88%E6%A5%AD,2022-09-22,,22/9/2022,觀塘區,2022,114.213,22.319,839989.8,820005
2022I028,巧明街95號世達中心20至22樓全層，兼外牆2個廣告位，以及12個車位（95 How Ming Street）,大手,,3.3億港元,3.3,"51,990平方呎",,,,觀塘,工業,30/10/1992,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I028.jpg,,鄺海鑾,電訊公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/838625/%E9%9E%8B%E7%8E%8B%E9%84%BA%E6%B5%B7%E9%91%BE3-3%E5%84%84%E6%B2%BD%E8%A7%80%E5%A1%98%E5%A4%9A%E5%B1%A4%E5%B7%A5%E5%BB%88-%E8%BF%91%E5%B9%B4%E4%B8%89%E5%BA%A6%E6%B2%BD%E8%B2%A8%E5%A5%97%E7%8F%BE5%E5%84%84,2022-11-21,,21/11/2022,觀塘區,2022,114.2227,22.3129,840990.9,819323.3
2022F003,駿業街58號活化工廈宏開中心全幢（58 Tsun Yip Street）,全幢,"10,001平方呎",7.33億港元,7.33,"97,314平方呎","7,532港元/平方呎",,,觀塘,商業,8/3/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022F003.jpg,,鄧成波家族,電訊數碼,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/736772/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F7-33%E5%84%84%E6%B2%BD%E8%A7%80%E5%A1%98%E5%85%A8%E5%B9%A2%E7%89%A9%E6%A5%AD-%E9%9B%BB%E8%A8%8A%E6%95%B8%E7%A2%BC%E6%8E%A5%E8%B2%A8,2022-02-17,活化商廈,17/2/2022,觀塘區,2022,114.2231,22.3113,841033.2,819146.3
2022F011,啟祥道17號高銀金融國際中心全幢（17 Kai Cheung Road）,全幢,"71,042平方呎",56億港元,56,"920,144平方呎","6,086港元/平方呎",,,九龍灣,商業,6/10/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022F011.jpg,,高銀金融,新加坡楓樹產業、太盟投資（PAG）,市場消息,https://std.stheadline.com/daily/article/2502079/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E4%B9%9D%E9%BE%8D%E7%81%A3%E9%AB%98%E9%8A%80%E5%85%A8%E5%B9%A256%E5%84%84%E5%B0%87%E6%98%93%E6%89%8B,2022-12-14,銀主盤,14/12/2022,觀塘區,2022,114.2066,22.3257,839331.4,820746.1
2022S024,定富街71至79號一定富大樓全幢（71-79 Ting Fu Street）,全幢,"2,787平方呎",1.42億港元,1.42,,,"25,000平方呎","5,660港元/平方呎",牛頭角,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022S024.jpg,,,萬科（香港）,市場消息,https://finance.mingpao.com/fin/instantp/20221130/1669795342554/%E8%90%AC%E7%A7%91%E9%A6%99%E6%B8%AF%E8%BF%911-42%E5%84%84%E4%B8%80%E7%B5%B1%E7%89%9B%E9%A0%AD%E8%A7%92%E8%88%8A%E6%A8%93%E6%A5%AD%E6%AC%8A,2022-11-30,"1、強拍；
2、市場消息：萬科香港預計將連同毗鄰定富街45至47號華發樓、49至51號安賢樓、53至63號定勝樓收購，合併後地盤面積共約9800方呎，料可建樓面約8.8萬方呎。",30/11/2022,觀塘區,2022,114.2163,22.3167,840333.1,819741.8
2024S001,四山街18至20號油塘工業大廈第4座全幢重建項目（18-20 Sze Shan Street）,全幢,"41,688平方呎",7.97億港元,7.97,,,"304,361平方呎","2,619港元/平方呎",油塘,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024S001.jpg,,宏安地產,其士國際,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1006508/%E5%AE%8F%E5%AE%89%E6%B2%B9%E5%A1%98%E5%B7%A5%E5%BB%88%E9%87%8D%E5%BB%BA%E5%BC%95%E5%85%A5%E5%85%B6%E5%A3%AB%E4%BD%9C%E8%82%A1%E6%9D%B1-%E4%BD%9C%E5%83%B97-97%E5%84%84-%E5%AE%8F%E5%AE%89%E9%8C%84%E8%99%A7%E6%90%8D2-49%E5%84%84,2024-04-03,重建項目,3/4/2024,觀塘區,2024,114.2357,22.2935,842334.9,817179.8
2021I003,海濱道177號海裕工業中心地下至四樓共5層全層（177 Hoi Bun Road）,大手,,5.7億港元,5.7,"117,381平方呎","4,856港元/平方呎",,,觀塘,工業,8/12/1972,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I003.jpg,,森信紙業,外資基金嘉民集團,市場消息,https://finance.mingpao.com/fin/instantp/20210201/1612168365433/%E6%A3%AE%E4%BF%A1%E7%B4%99%E6%A5%AD5-7%E5%84%84%E6%B2%BD%E8%A7%80%E5%A1%98%E5%8D%8A%E5%B9%A2%E5%B7%A5%E5%BB%88-34%E5%B9%B4%E5%8D%87%E5%80%BC10%E5%80%8D,2021-02-01,,1/2/2021,觀塘區,2021,114.2203,22.3098,840741.1,818980.3
2021I006,四山街28號海迪中心全幢（28 Sze Shan Street）,全幢,,7.39億港元,7.39,"157,000平方呎","4,707港元/平方呎",,,油塘,工業,26/4/1978,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I006.jpg,,SAFER REAL ESTATE INVESTMENT LTD,HONOUR PEACE LTD,EPRC,,2021-04-01,,1/4/2021,觀塘區,2021,114.237,22.2922,842466.9,817035.8
2021I008,鴻圖道82號新傳媒集團中心全幢（28 Hung To Road）,全幢,,5.08億港元,5.08,"89,500平方呎","5,676港元/平方呎",,,觀塘,工業,4/11/1970,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I008.jpg,,英皇國際有關人士,STRG Holdings II Limited,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/615346/%E8%8B%B1%E7%9A%87%E4%BB%A5%E9%80%BE5%E5%84%84%E6%B2%BD%E8%A7%80%E5%A1%98%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88,2021-04-21,,21/4/2021,觀塘區,2021,114.2241,22.3081,841133.1,818793.6
2021I013,大業街59-63號三湘九龍灣貨運中心高層7樓連8個貨車位（59-63 Tai Yip Street）,大手,,3.68億港元,3.68,"69,700平方呎",,,,九龍灣,工業,11/2/1983,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I013.jpg,,美儉有限公司,外資基金嘉民集團,市場消息,https://std.stheadline.com/realtime/article/1589168/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E5%98%89%E6%B0%91%E6%96%A53-68%E5%84%84%E8%B3%BC%E4%B8%89%E6%B9%98%E4%B9%9D%E9%BE%8D%E7%81%A3%E8%B2%A8%E9%81%8B%E4%B8%AD%E5%BF%83%E5%85%A8%E5%B1%A4,2021-06-02,,2/6/2021,觀塘區,2021,114.2128,22.3191,839967,820006
2021I018,大業街1號禧年工業大廈全幢（1 Tai Yip Street）,全幢,"5,780平方呎",6.28億港元,6.28,"62,889平方呎","9,986港元/平方呎",,,觀塘,工業,23/8/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I018.jpg,,興勝創建,均輝集團,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/658190/%E8%88%88%E5%8B%9D%E5%89%B5%E5%BB%BA6-28%E5%84%84%E5%85%83%E6%B2%BD%E8%A7%80%E5%A1%98%E7%A6%A7%E5%B9%B4%E5%B7%A5%E6%A5%AD%E5%A4%A7%E5%BB%88%E5%85%A8%E5%B9%A2,2021-08-02,,2/8/2021,觀塘區,2021,114.2162,22.3151,840321,819570.9
2021I021,大業街25號觀塘高良工業大廈全幢（25 Tai Yip Street）,全幢,"4,165平方呎",1.9億港元,1.9,"33,537平方呎","5,665港元/平方呎","59,976平方呎","3,168港元/平方呎",觀塘,工業,13/7/1970,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I021.jpg,,理想集團、其他業主,瑞翹有限公司,市場消息,https://hk.news.yahoo.com/%E5%8F%97%E6%83%A0%E6%B4%BB%E5%8C%96-%E8%A7%80%E5%A1%98%E5%B7%A5%E5%BB%88%E6%88%90%E4%BA%A4%E5%83%B91-9%E5%84%84-214500658.html,2021-09-15,,15/9/2021,觀塘區,2021,114.2151,22.3165,840208.1,819720.4
2021I029,駿業街44號航空科技大廈全幢（44 Tsun Yip Street）,全幢,"5,530平方呎",3.9億港元,3.9,"56,151平方呎","6,946港元/平方呎",,,觀塘,工業,4/6/1996,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I029.jpg,,馬亞木家族,高添國際有限公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/703512/%E5%B0%8F%E5%B7%B4%E5%A4%A7%E7%8E%8B%E9%A6%AC%E4%BA%9E%E6%9C%A83-9%E5%84%84%E6%B2%BD%E8%A7%80%E5%A1%98%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88-%E8%BF%91%E5%8D%8A%E5%B9%B4%E4%B8%89%E5%BA%A6%E5%87%BA%E8%B2%A8%E5%A5%97%E7%8F%BE11%E5%84%84,2021-11-22,,22/11/2021,觀塘區,2021,114.2216,22.3103,840871.6,819037.4
2021I030,祟信街2號油塘工業大廈多個中低層單位（2 Shung Shun Street）,大手,,2.14億港元,2.14,"60,000平方呎","3,564港元/平方呎",,,油塘,工業,2/8/1977,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I030.jpg,,,,市場消息,https://std.stheadline.com/realtime/article/1785996/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E6%9C%80%E6%96%B0%E5%B7%A5%E5%95%86%E9%8B%AA%E6%88%90%E4%BA%A4-%E6%B2%B9%E5%A1%98%E5%B7%A5%E6%A5%AD%E5%A4%A7%E5%BB%88%E4%B8%80%E7%B1%83%E5%AD%90%E7%89%A9%E6%A5%AD2-13%E5%84%84%E6%98%93%E6%89%8B,2021-12-09,,9/12/2021,觀塘區,2021,114.2352,22.294,842277.8,817236.9
2021M003,連德道8號興田商場(興田商場、熟食檔、恩田樓、美田樓及彩田樓地舖連停車場C共23個車位)（8 Lin Tak Road）,大手,,2.4億港元,2.4,,,,,藍田,商場或商鋪或基座商鋪,1/10/1987,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M003.jpg,,陳秉志及林子峰等人合組財團,嘉濤控股,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/580026/%E7%A3%81%E5%B8%B6%E5%A4%A7%E7%8E%8B%E8%88%87%E6%9E%97%E5%AD%90%E5%B3%B0%E7%AD%89%E4%BA%BA2-4%E5%84%84%E6%B2%BD%E8%88%88%E7%94%B0%E5%95%86%E5%A0%B4-%E5%B8%B3%E9%9D%A2%E8%B3%BA3000%E8%90%AC,2021-01-27,嘉濤（香港）控股預期，在新收購物業的部分範圍建立一所護理安老院,27/1/2021,觀塘區,2021,114.2381,22.3128,842579.3,819317.2
2021M008,崇耀街9號的PENINSULA EAST基座商舖（9 Shung Yiu Street）,大手,,3.1億港元,3.1,"50,500平方呎","6,139港元/平方呎",,,油塘,商場或商鋪或基座商鋪,28/11/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M008.jpg,,會德豐,楊偉洲、邱玉英,市場消息,https://www1.hkej.com/dailynews/property/article/2818279/%E6%B2%B9%E5%A1%98%E7%9B%A4%E5%9F%BA%E5%BA%A7%E8%88%96%E5%94%AE3.1%E5%84%84,2021-06-04,,4/6/2021,觀塘區,2021,114.2345,22.294,842205.5,817238
