唯一編碼,物業地址,全幢or大手,地盤面積,成交價,成交價(億港元),現樓面面積,現樓面呎價,可建樓面面積,重建呎價,地區,分類,入伙日期,照片,房間數目及每間售價,賣家,買家,資料來源,新聞連結,資料日期,備註,Date,地區_18區,數據年份,longitude_lands,latitude_lands,easting_lands,northing_lands
2023M010,荃景圍187-195號荃威花園一期商場地下連2樓部分（187-195 Tsuen King Circuit）,大手,,1.7億港元,1.7,"38,013平方呎","4,472港元/平方呎",,,荃灣,商場或商鋪或基座商鋪,30/1/1978,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023M010.jpg,,羅守輝或相關人士,現有租客護老院,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/918018/%E7%BE%85%E5%AE%88%E8%BC%9D1-7%E5%84%84%E6%B2%BD%E8%8D%83%E5%A8%81%E8%8A%B1%E5%9C%92%E5%95%86%E5%A0%B4%E8%88%96-%E5%8D%81%E5%B9%B4%E8%B3%BA62-%E7%8F%BE%E7%A7%9F%E6%88%B6%E8%AD%B7%E8%80%81%E4%B8%AD%E5%BF%83%E6%89%BF%E6%8E%A5,2023-07-11,,11/7/2023,荃灣區,2023,114.1046,22.3772,828823.1,826443.8
2023M014,青山公路荃灣段633號灣景花園商業樓面、一期低層地下二樓幼稚園物業及低層地下一樓停車位48-89號（633 Castle Peak Road-Tsuen Wan）,大手,,1.8億港元,1.8,"61,846平方呎",,,,荃灣,商場或商鋪或基座商鋪,30/9/1991,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023M014.jpg,,鄧成波家族,美建集團,市場消息,https://std.stheadline.com/realtime/article/1963607/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E6%B2%BD%E8%8D%83%E7%81%A3%E7%81%A3%E6%99%AF%E5%95%86%E5%A0%B4-%E7%BE%8E%E5%BB%BA%E9%9B%86%E5%9C%981-8%E5%84%84-%E8%B2%B7%E5%85%AC%E5%8F%B8-%E6%89%BF%E6%8E%A5%E7%89%A9%E6%A5%AD%E9%80%A3%E8%B2%A0%E5%82%B5,2023-11-14,市場消息：除了物業，所購入的公司還包括淨負債6500萬,14/11/2023,荃灣區,2023,114.0993,22.37,828278.5,825645.4
2023C004,眾安街5號全幢（5 Chung On Street）,全幢,,0.37億港元,0.37,"1,900平方呎","19,368港元/平方呎",,,荃灣,1960年及之前入伙舊樓,戰前建築,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023C004.jpg,,凱施餠家,,市場消息,https://std.stheadline.com/daily/article/2526967/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E8%8D%83%E7%81%A3%E7%9C%BE%E5%AE%89%E8%A1%97%E5%85%A8%E5%B9%A23680%E8%90%AC%E6%98%93%E6%89%8B,2023-05-10,銀主盤,10/5/2023,荃灣區,2023,114.1181,22.3721,830214.9,825876.9
2023C005,眾安街1號全幢（1 Chung On Street）,全幢,,0.39億港元,0.39,"1,900平方呎","20,421港元/平方呎",,,荃灣,1960年及之前入伙舊樓,戰前建築,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023C005.jpg,,凱施餠家,,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/897308/%E5%87%B1%E6%96%BD%E9%A4%85%E5%BA%97%E7%9C%BE%E5%AE%89%E8%A1%97%E8%87%AA%E7%94%A8%E8%88%96%E8%A2%AB%E6%B2%92%E6%94%B6-%E6%B7%AA%E9%8A%80%E4%B8%BB%E7%9B%A43880%E8%90%AC%E6%98%93%E6%89%8B,2023-05-12,銀主盤,12/5/2023,荃灣區,2023,114.1181,22.3721,830219.9,825886.1
2023C006,眾安街3號全幢（3 Chung On Street）,全幢,,0.39億港元,0.39,"1,900平方呎","20,421港元/平方呎",,,荃灣,1960年及之前入伙舊樓,戰前建築,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023C006.jpg,,凱施餠家,,土地註冊處,,2023-05-17,銀主盤,17/5/2023,荃灣區,2023,114.1181,22.3721,830217.2,825881.1
2024M006,荃景圍86-105號荃灣中心商場2期11至14座基座舖位（86-105 Tsuen King Circuit）,大手,,2億港元,2,"44,035平方呎","4,542港元/平方呎",,,荃灣,商場或商鋪或基座商鋪,22/12/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024M006.jpg,,黎永滔,新永興投資(香港)有限公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1013640/%E6%8A%95%E8%B3%87%E8%80%85%E9%BB%8E%E6%B0%B8%E6%BB%942%E5%84%84%E8%9D%95%E6%B2%BD%E8%8D%83%E7%81%A3%E4%B8%AD%E5%BF%83%E5%B7%A8%E8%88%96-%E5%85%AD%E5%B9%B4%E5%B8%B3%E9%9D%A2%E8%B2%B6%E5%80%BC7500%E8%90%AC,2024-04-25,,25/4/2024,荃灣區,2024,114.1088,22.3786,829259.5,826603.4
2022M001,楊屋道138號樂悠居基座商場及135個車位（138 Yeung Uk Road）,大手,,6.5億港元,6.5,"48,000平方呎",,,,荃灣,商場或商鋪或基座商鋪,1/8/2005,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022M001.jpg,,鄧成波家族,卓盈投資,市場消息,https://std.stheadline.com/realtime/article/1795783/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E5%B7%A5%E5%95%86%E9%8B%AA%E6%88%90%E4%BA%A4-%E2%94%82-%E9%8B%AA%E7%8E%8B-%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F6-5%E5%84%84%E6%B2%BD%E6%A8%82%E6%82%A0%E5%B1%85%E5%95%86%E5%A0%B4,2022-01-05,,5/1/2022,荃灣區,2022,114.1183,22.3662,830235.1,825228.6
2022H005,汀九青山公路123號汀蘭居全幢（123 Castle Peak Road- Ting Kau）,全幢,,14.21億港元,14.21,"216,314平方呎","6,568港元/平方呎",,,荃灣,酒店,18/9/1997,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022H005.jpg,"房間數目:435
每間售價: $3,265,965",鄧成波家族,順豪控股、順豪物業及華大酒店,市場消息,https://finance.mingpao.com/fin/instantf/20220511/1652244183994/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F14-2%E5%84%84%E5%94%AE%E3%80%8C%E6%B1%80%E8%98%AD%E5%B1%85%E3%80%8D%E4%BA%88%E8%8F%AF%E5%A4%A7%E9%85%92%E5%BA%97-%E6%96%99%E8%9D%95%E8%BF%912-6%E5%84%84%E5%85%83,2022-05-11,,11/5/2022,荃灣區,2022,114.0922,22.3677,827546.7,825396.9
2022R001,兆和街31號全幢（31 Shiu Wo Street）,全幢,,0.62億港元,0.62,"4,800平方呎","12,894港元/平方呎",,,荃灣,1960年及之前入伙舊樓,1/1/1954,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022R001.jpg,,HO LEE TAI &HO YUK YAN,CHAN PUI LAM,EPRC,,2022-01-10,2021年年底成交，2022年登記,10/1/2022,荃灣區,2022,114.1177,22.3721,830172.9,825882.9
2022R002,兆和街33號全幢（33 Shiu Wo Street）,全幢,,0.61億港元,0.61,"5,043平方呎","12,094港元/平方呎",,,荃灣,1960年及之前入伙舊樓,1/1/1954,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022R002.jpg,,HO YUK YAN,CHAN LEE LAM,EPRC,,2022-01-10,2021年年底成交，2022年登記,10/1/2022,荃灣區,2022,114.1177,22.3721,830177.5,825881
2021I010,海盛路9號有線電視大樓4至12、21、40樓全層及中高層多組單位（9 Hoi Shing Road）,大手,,26億港元,26,"566,265平方呎","4,591港元/平方呎",,,荃灣,工業,27/3/1992,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I010.jpg,,九倉發展,羅德鵬里基金,市場消息,https://ps.hket.com/article/2941238/%E8%8D%83%E7%81%A3%E6%9C%89%E7%B7%9A%E9%9B%BB%E8%A6%96%E5%A4%A7%E6%A8%93%E5%A4%9A%E5%B1%A4%20%E5%9F%BA%E9%87%9126%E5%84%84%E6%B4%BD%E8%87%B3%E5%B0%BE%E8%81%B2%20%E6%96%99%E5%BF%AB%E6%98%93%E6%89%8B,2021-04-26,,26/4/2021,荃灣區,2021,114.1071,22.3729,829085.6,825970.1
2021M012,石圍角路3號石圍角商場商業 /車位部分 一籃子物業（3 Shek Wai Kok Road）,大手,,7.65億港元,7.65,"132,000平方呎",,,,荃灣,商場或商鋪或基座商鋪,1980年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M012.jpg,,鄧成波家族,林子峰、陳秉志,市場消息,https://hk.news.yahoo.com/%E5%AE%89%E8%94%AD%E5%95%86%E5%A0%B4%E5%8F%8A%E7%9F%B3%E5%9C%8D%E8%A7%92%E5%95%86%E5%A0%B4%E9%80%A3%E9%99%84%E5%B1%AC%E5%81%9C%E8%BB%8A%E5%A0%B4%E6%B2%BD13%E5%84%84%E5%85%83-%E6%9E%97%E5%AD%90%E5%B3%B0%E5%8F%8A%E9%99%B3%E7%A7%89%E5%BF%97%E6%8E%A5%E8%B2%A8-100053786.html,2021-06-29,"1、安蔭商場及石圍角商場連附屬停車13億元合併成交；
2、石圍角商場停車場提供578個車位。",29/6/2021,荃灣區,2021,114.1241,22.3753,830834.8,826229.8
2021M021,楊屋道118號立坊地下、一樓、廣告牌、天台（118 Yeung Uk Road）,大手,,1.43億港元,1.43,"9,304平方呎","15,348港元/平方呎",,,荃灣,商場或商鋪或基座商鋪,28/8/2006,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M021.jpg,,Sun Best International Group Limited ,Optimal Point 118 Limited,EPRC及市場消息,https://www.stheadline.com/property-live/2172987/%E7%AB%8B%E5%9D%8A%E5%B7%A8%E9%8B%AA14%E5%84%84%E6%B2%BD-%E6%8A%95%E8%B3%87%E8%80%85%E4%BA%94%E5%80%8B%E6%9C%88%E7%9F%AD%E7%82%92%E7%8D%B2%E5%88%A92280%E8%90%AC,2021-11-01,2021年11月成交，2022年1月登記,1/11/2021,荃灣區,2021,114.1178,22.3665,830187.6,825256
2021R014,沙咀道296號全幢（296 Sha Tsui Road）,全幢,,0.58億港元,0.58,"6,800平方呎","8,559港元/平方呎",,,荃灣,商住,21/11/1962,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R014.jpg,,THE HONG KONG BODHI SIKSA SOCIETY LTD,WONG SUK CHUN,EPRC,,2021-11-30,,30/11/2021,荃灣區,2021,114.1172,22.3693,830118.7,825572.5
2020I001,德士古道178-182號山德士中心6-10樓，連同4個車位（178-182 Texaco Road）,大手,,3.01億港元,3.01,"77,110平方呎",,,,荃灣,工業,28/6/1984,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020I001.jpg,,MF Jebsen Properties Limited,CHEER YIELD INVESTMENT DEVELOPMENT LIMITED,市場消息,https://ps.hket.com/article/2538554/%E8%8D%83%E7%81%A3%E5%B1%B1%E5%BE%B7%E5%A3%AB%E4%B8%AD%E5%BF%835%E5%B1%A4%E5%B7%A5%E6%A5%AD%E6%A8%93%E9%9D%A2%20%E9%80%BE3%E5%84%84%E5%85%83%E8%BD%89%E5%94%AE,2020-01-10,,10/1/2020,荃灣區,2020,114.118,22.364,830207.8,824985.8
2020I008,白田壩街46-48號理想集團廣場全幢（46-48 Pak Tin Par Street）,全幢,"7,767平方呎",3.1億港元,3.1,,,"88,546平方呎","3,501港元/平方呎",荃灣,工業,14/7/1976,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020I008.jpg,,理想集團,德萊建業,市場消息,https://ps.hket.com/article/2804432/%E7%90%86%E6%83%B3%E9%9B%86%E5%9C%983.1%E5%84%84%20%20%E6%B2%BD%E8%8D%83%E7%81%A3%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88,2020-11-16,,16/11/2020,荃灣區,2020,114.1102,22.3743,829405,826121.6
2020M001,國瑞路168號縉庭山地下、低層地下及5個車位（168 Kwok Shui Road）,大手,,0.36億港元,0.36,"10,318平方呎",,,,荃灣,商場或商鋪或基座商鋪,11/1/2010,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020M001.jpg,,嘉里,星城有限公司,EPRC,,2020-05-08,,8/5/2020,荃灣區,2020,114.1299,22.3721,831434.7,825883
2020S001,柴灣角街11-15號商業地盤（11-15 Chai Wan Kok Street）,大手,"16,312平方呎",9.8億港元,9.8,,,"154,964平方呎","6,324港元/平方呎",荃灣,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020S001.jpg,,星星地產,第一集團,市場消息,https://www2.hkej.com/property/article/id/2342088/%E7%AC%AC%E4%B8%80%E9%9B%86%E5%9C%989.8%E5%84%84%E8%B3%BC%E8%8D%83%E7%81%A3%E5%95%86%E6%A5%AD%E9%A0%85%E7%9B%AE,2020-01-01,,1/1/2020,荃灣區,2020,114.1062,22.3745,828985.2,826143.2
2019I012,德士古道120至124號安泰國際中心一籃子工作室及18個車位（120-124 Texaco Road）,大手,,3.07億港元,3.07,"90,729平方呎",,,,荃灣,工業,21/4/1995,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I012.jpg,,安泰集團黃崇聖、黃崇基,宏安集團,市場消息,https://hk.news.yahoo.com/%E5%AE%8F%E5%AE%89%E9%9B%86%E5%9C%98-01222-hk-%E9%99%84%E5%B1%AC%E8%BF%913-1%E5%84%84%E6%94%B6%E8%B3%BC%E8%8D%83%E7%81%A3%E7%89%A9%E6%A5%AD-093500565.html,2019-04-28,"市場消息：成交物業為香港新界荃灣德士古道120至124號 稱為「安泰國際中 心」的大廈，包 括45個工作室及18個車位，整體樓面總面積約為90,729平方呎。",28/4/2019,荃灣區,2019,114.1201,22.3649,830416.9,825079.7
2019M024,青山公路荃灣段644-654號翠濤閣基座商場（644-654 Castle Peak Road Tsuen Wan）,大手,,1.68億港元,1.68,"39,806平方呎","4,220港元/平方呎",,,荃灣,商場或商鋪或基座商鋪,1/10/1982,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M024.jpg,,釋淨雄,曾穎偉、謝耀陞,市場消息,https://www1.hkej.com/dailynews/property/article/2222028/%E8%8D%83%E7%81%A3%E7%BF%A0%E6%BF%A4%E9%96%A3%E5%9F%BA%E5%BA%A7%E5%95%86%E5%A0%B4++1.7%E5%84%84%E6%98%93%E6%89%8B%E4%BD%8E%E5%8F%AB%E5%83%B935+,2019-08-16,,16/8/2019,荃灣區,2019,114.0988,22.3703,828224.3,825683.8
2019R001,新村街38號全幢（38 San Tsuen Street）,全幢,950平方呎,0.94億港元,0.94,"3,600平方呎","26,056港元/平方呎","8,500平方呎","11,035港元/平方呎",荃灣,商住,2/5/1964,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R001.jpg,,林新強,建華集團,市場消息,https://www1.hkej.com/dailynews/property/article/2040309/%E5%BB%BA%E8%8F%AF%E9%9B%86%E5%9C%989380%E8%90%AC%E8%B3%BC%E8%8D%83%E7%81%A3%E5%85%A8%E5%B9%A2%E8%88%8A%E6%A8%93,2019-01-17,,17/1/2019,荃灣區,2019,114.1147,22.3696,829865.1,825604
2019S010,灰窰角街46-48號（46-48 Fui Yiu Kok Street）,大手,"6,382平方呎",2.5億港元,2.5,,,"60,629平方呎","4,123港元/平方呎",荃灣,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S010.jpg,,敬誠置業有限公司,豐泰地產,市場消息,https://ps.hket.com/article/2397589,2019-07-11,,11/7/2019,荃灣區,2019,114.1182,22.3657,830227.9,825170.4
2019P002,怡康街2至12號及怡樂街7至9號海濱花園C平台地下71個車位，以及怡樂街7至9號海濱花園E平台地下38個車位和1樓60個車位，合共169個車位（2-12 Yi Hong Street & 7-9 Yi Lok Street）,大手,,2億港元,2,,,,,荃灣,車位或停車場大廈,14/3/1991,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019P002.jpg,,新世界,蔡伯能,市場消息,https://www1.hkej.com/dailynews/property/article/2117413/%E6%B5%B7%E6%BF%B1%E8%8A%B1%E5%9C%92169%E5%80%8B%E8%BB%8A%E4%BD%8D++%E8%94%A1%E6%9F%8F%E8%83%BD2%E5%84%84%E6%8E%83%E8%B2%A8%E6%8B%86%E5%94%AE,2019-04-24,每個車位平均作價約118.3萬,24/4/2019,荃灣區,2019,114.1129,22.3611,829678,824664.7
2024M011,荃景圍187號荃威花園商場6樓全層（187 Tsuen King Circuit）,大手,,2.18億港元,2.18,"118,464平方呎","1,840港元/平方呎",,,荃灣,商場或商鋪或基座商鋪,18/6/1981,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024M011.jpg,,羅守輝,經營護老院人士,市場消息,,2024-07-10,,10/7/2024,荃灣區,2024,114.1037,22.3782,828736.3,826558.6
2022M007,曉運路10號運頭塘商場全幢 (設414個車位)（10 Hiu Wan Road）,全幢,,13.6億港元,13.6,"80,000平方呎",,,,大埔,商場或商鋪或基座商鋪,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022M007.jpg,,林子峰,華創建投,市場消息,https://std.stheadline.com/daily/article/2471189/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E6%9E%97%E5%AD%90%E5%B3%B013-6%E5%84%84%E6%B2%BD%E9%81%8B%E9%A0%AD%E5%A1%98%E5%95%86%E5%A0%B4,2022-06-23,,23/6/2022,大埔區,2022,114.1669,22.4421,835238.7,833627.9
2019R014,美新里1-3號 (90%業權)（1-3 Mei Sun Lane）,大手,"10,200平方呎",2.5億港元,2.5,"40,300平方呎","6,203港元/平方呎","58,571平方呎","4,268港元/平方呎",大埔,商住,29/5/1976,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R014.jpg,,,恒地,市場消息,https://www.stheadline.com/article/1185650/%E6%81%92%E5%9F%BA25%E5%84%84%E6%94%B6%E8%B3%BC%E5%A4%A7%E5%9F%94%E8%88%8A%E6%A8%93,2019-07-15,現狀呎價及重建呎價根據90%業權價值計算,15/7/2019,大埔區,2019,114.1652,22.4531,835068.7,834844.1
2023S001,沙田芙蓉泌村一幅農地（A piece of Agricultural Land at Fu Yung Pei Tsuen）,大手,"230,000平方呎",1.28億港元,1.28,,,,,沙田,其他（包括學校、戲院、農地等）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023S001.jpg,,,芙蓉泌村集團有限公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/853781/%E8%BF%91%E5%A4%A7%E8%80%81%E5%B1%B1%E9%9A%A7%E9%81%93%E5%BB%BF%E8%90%AC%E5%91%8E%E9%8A%80%E4%B8%BB%E8%BE%B2%E5%9C%B0%E9%80%BE1-28%E5%84%84%E6%98%93%E6%89%8B-%E6%88%90%E4%BA%A4%E5%91%8E%E5%83%B9559%E5%85%83,2023-01-04,銀主盤，成交呎價約559元,4/1/2023,沙田區,2023,114.2185,22.3665,840553.3,825261.5
2022I002,禾穗街22-28號沙田工業大廈一籃子物業（22-28 Wo Shui Street）,大手,,3.7億港元,3.7,"80,000平方呎","4,625港元/平方呎",,,火炭,工業,27/12/1979,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I002.jpg,,外資基金安祖高頓,宏安地產,市場消息,https://std.stheadline.com/realtime/article/1798539/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E6%9C%80%E6%96%B0%E5%B7%A5%E5%95%86%E9%8B%AA%E6%88%90%E4%BA%A4%E2%94%82%E5%AE%89%E7%A5%96%E9%AB%98%E9%A0%933-7%E5%84%84%E6%B2%BD%E6%B2%99%E7%94%B0%E5%B7%A5%E5%BB%88%E4%B8%80%E7%B1%83%E5%AD%90%E7%89%A9%E6%A5%AD,2022-01-13,,13/1/2022,沙田區,2022,114.1979,22.3972,838437.8,828662.2
2022I014,源順圍5-7號沙田工業中心A座4樓1至23號工作間及位於該廈2樓的兩個車位（5-7 Yuen Shun Circuit）,大手,,2.11億港元,2.11,"28,050平方呎",,,,沙田,工業,24/6/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I014.jpg,,興勝創建,Brookfield Asset Management Inc,市場消息,https://std.stheadline.com/daily/article/2460251/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E8%88%88%E5%8B%9D%E5%89%B5%E5%BB%BA2-11%E5%84%84%E5%94%AE%E6%B2%99%E7%94%B0%E5%B7%A5%E6%A5%AD%E4%B8%AD%E5%BF%83,2022-05-05,,5/5/2022,沙田區,2022,114.2059,22.3839,839258.4,827191.5
2022I016,山尾街36至42號嘉里（沙田）貨倉全幢（36-42 Shan Mei Street）,全幢,,23.3億港元,23.3,"404,374平方呎","5,762港元/平方呎",,,火炭,工業,29/12/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I016.jpg,,嘉里,華潤物流,市場消息,https://winfo.crc.com.cn/news/profit/202206/t20220609_609907.htm,2022-06-09,,9/6/2022,沙田區,2022,114.1915,22.3989,837771,828852.1
2021M001,積存街60至68號全幢（60-68 Chik Chuen Street）,全幢,,2.05億港元,2.05,"18,108平方呎","11,321港元/平方呎",,,沙田,商場或商鋪或基座商鋪,13/1/1971,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M001.jpg,,佳寶集團,黎志輝,市場消息,https://finance.mingpao.com/fin/instantp/20210112/1610445373839/%E4%BD%B3%E5%AF%B62-05%E5%84%84%E6%B2%BD%E5%A4%A7%E5%9C%8D%E5%85%A8%E5%B9%A2%E5%B7%A8%E8%88%96-3%E5%B9%B4%E6%96%99%E5%AF%A6%E8%9D%951600%E8%90%AC,2021-01-12,,12/1/2021,沙田區,2021,114.1785,22.3768,836434.2,826401.3
2021M014,安群街1號京瑞廣場2期地下5號、56號及3號舖（1 On Kwan Street）,大手,,2.3億港元,2.3,"9,966平方呎","23,078港元/平方呎",,,沙田,商場或商鋪或基座商鋪,11/5/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M014.jpg,,億京發展,廣大食品有限公司,EPRC及市場消息,https://ps.hket.com/article/3006074/%E3%80%90%E5%90%8D%E4%BA%BA%E5%85%A5%E5%B8%82%E3%80%91%E6%B2%BD%E5%AE%8C%E5%B7%A5%E5%BB%88%E8%B2%B7%E5%9C%B0%E8%88%96%20%E6%97%A5%E6%B8%85%E9%A3%9F%E5%93%81%E9%A6%99%E6%B8%AF%E9%9B%B6%E5%94%AE%E6%89%B9%E7%99%BC%E5%95%86%E6%96%A52.3%E5%84%84%E5%85%A5%E5%B8%82%E7%9F%B3%E9%96%803%E8%88%96%E4%BD%8D?mtc=40001&srkw=%E4%BA%AC%E7%91%9E%E5%BB%A3%E5%A0%B4%20Kings%20Wing%20Plaza,2021-07-14,,14/7/2021,沙田區,2021,114.2088,22.3889,839559.3,827742.4
2021R015,徑口路27號屋全幢（27 Keng Hau Road）,全幢,,0.78億港元,0.78,"3,929平方呎(實用)","19,771港元/平方呎(實用)",,,沙田,住宅,1978年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R015.jpg,,LIN WING ENTERPRISES CO LTD,SUEN MING FUNG ERIC,EPRC,,2021-01-25,,25/1/2021,沙田區,2021,114.1696,22.3634,835522,824919.8
2021R024,徑口路9號屋全幢（9 Keng Hau Road）,全幢,,0.42億港元,0.42,,,,,沙田,住宅,5/6/1967,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R024.jpg,,,,EPRC,,2021-11-30,,30/11/2021,沙田區,2021,114.1693,22.3653,835486.6,825122.5
2019I009,山尾街36至42號嘉里(沙田)貨倉全幢（36-42 Shan Mei Street）,全幢,,13.3億港元,13.3,"431,530平方呎","3,082港元/平方呎",,,沙田,工業,29/12/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I009.jpg,,嘉里物流,嘉里建設,市場消息,https://hk.finance.yahoo.com/news/%E5%98%89%E9%87%8C%E7%89%A9%E6%B5%81-00636-%E5%87%BA%E5%94%AE%E5%85%A9%E8%B2%A8%E5%80%89%E5%A5%9736%E5%84%84%E6%88%96%E6%B4%BE%E7%89%B9%E6%81%AF-%E5%8D%88%E5%BE%8C%E5%85%88%E5%8D%87%E5%BE%8C%E5%9B%9E-063252853.html,2019-03-28,,28/3/2019,沙田區,2019,114.1916,22.399,837782.6,828854.9
2019I018,黃竹洋街8-12號新鴻基物流中心(沙田)全幢（8-12 Wong Chuk Yeung Street）,全幢,,22.15億港元,22.15,,,,,沙田,工業,11/1/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I018.jpg,,新地,新意網,市場消息,https://finance.mingpao.com/fin/instantf/20190909/1568037475323/%E3%80%90%E8%B3%87%E7%94%A2%E4%BA%92%E6%8F%9B%E3%80%91%E6%96%B0%E6%84%8F%E7%B6%B2%E8%88%87%E6%AF%8D%E4%BC%81%E6%96%B0%E5%9C%B0%E4%BA%92%E8%B3%BC%E5%B7%A5%E5%BB%88-%E5%85%B1%E6%B6%893%E7%89%A9%E6%A5%AD,2019-09-09,,9/9/2019,沙田區,2019,114.1905,22.3979,837669.9,828737.4
2019M009,盛田街1號秦石商場等一籃子物業（1 Shing Tin Street）,大手,,10.59億港元,10.59,"61,237平方呎",,,,沙田,商場或商鋪或基座商鋪,1984年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M009.jpg,,領展,基匯資本,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/270393/%E5%8F%88%E8%B3%A3%E5%95%86%E5%A0%B4-%E9%A0%98%E5%B1%95%E4%BB%A5120%E5%84%84%E5%85%83%E5%94%AE12%E5%80%8B%E5%95%86%E5%A0%B4%E4%BA%88%E5%9F%BA%E5%8C%AF%E8%B3%87%E6%9C%AC-%E5%8D%97%E5%8D%80%E4%BD%94%E5%85%A9%E5%80%8B,2019-01-08,"1、2018年12月成交，2019年1月登記；
2、成交物業主要包括秦石邨內之一幢4層高商業大廈、一幢毗連的4層高停車場大廈、一幢獨立 2 層高停車場大廈、石 晶樓內的多間商舖單位、 露天泊車位及相關地方，合共提供583個泊車位。",8/1/2019,沙田區,2019,114.187,22.3733,837312.7,826014.6
